NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP9431,MOPEI TRADING AND PROJECTS (PTY) LTD,,2017/211126/07,  ,,Office No 30 Luvhengo Complex Thohoyandou 0950,Thohoyandou,7/4/2017,Registered!
NCRCP9434,FH HOME STORE (PTY) LTD,,2016/490435/07,073 311 2222,,22 Voortrekker Street Vereeniging 1939,Vereeniging,6/30/2017,Registered!
NCRCP9438,LONGMANFIN (PTY) LTD,,2017/111240/07,073 587 5875,086 604 4536,L 1323 Mkhonto Road Kwamashu KWA-MASHU 4360,KWA-MASHU,6/29/2017,Registered!
NCRCP9443,A AND J MONEY MART CC,,2010/090210/23,044 873 4106,,27 Bloekom Avenue Heatherlands GEORGE 6529,GEORGE,6/26/2017,Registered!
NCRCP9444,NGOAKO J MOAGI (PTY) LTD,NJM FINANCIAL SERVICES,2014/003024/07,071 666 6669,,3911 Kubuzi Street Phagameng Modimolle 0510,Modimolle,7/5/2017,Registered!
NCRCP9446,SUPER LUCKY CASH LOAN (PTY) LTD,,2017/234059/07,086 100 0005,086 672 2508,Flat 15 30 Osborn Road ESHOWE 3815,ESHOWE,6/29/2017,Registered!
NCRCP8937,TSHIMANGI ACCOMODATION AND CASH LOANS (PTY) LTD,,2016/013167/07,082 782 4163,086 245 6233,24 Kiepersollaan Florapark PIETERSBURG 0699,PIETERSBURG,3/1/2017,Registered!
NCRCP8938,S P H ELECTRICAL AND SERVICES (PTY) LTD,,2015/301165/07,017 687 1550,,26 Kanarie Street Kinross 2270,Kinross,2/27/2017,Registered!
NCRCP8939,JOHANNES HENDRIK JACOBS,JH JACOBS,N/A,079 885 0627,086 639 9199,Vlakwater HERTZOGVILLE 9482,HERTZOGVILLE,3/3/2017,Registered!
NCRCP894,GOLDEX 549 (PTY) LTD,GOLDEX FINANCIAL SERVICES,2004/012670/07,017 634 4579,017 634 4847,7 Bunsen Street Secunda 2302,Secunda,8/12/2007,Registered!
NCRCP8945,NDISMART TRADING ENTERPRISE (PTY) LTD,,2016/500563/07,015 962 5361,015 723 9378,Office No 51 Second Floor Leda Building Thohoyandou 0950,Thohoyandou,3/2/2017,Registered!
NCRCP895,LETSATSI FINANCE AND LOAN (PTY) LTD,,2004/029710/07,011 802 4073,011 656 0535,"Unit F, Morningside Close Office Park 222 Rivonia Road Cnr Alon & Michelle Streets Morningside Sandton 2196",Sandton,8/29/2007,Registered!
NCRCP8950,PIKET CASH LOANS (PTY) LTD,PIKET CASH LOANS (PTY) LTD,2016/412331/07,063 175 2953,022 913 1097,85 Lang Street PIKETBERG 7320,PIKETBERG,3/3/2017,Registered!
NCRCP8954,MAO ZHENG,MONEY WISE CASH LOANS,N/A,083 684 7072,086 576 6710,No 43 Reneke Street SCHWEIZER-RENEKE 2780,SCHWEIZER-RENEKE,3/2/2017,Registered!
NCRCP8958,FERRY FINANCE (PTY) LTD,,1981/012013/07,082 558 3284,,347 Peper Road Annlin x 2 Pretoria 0066,Pretoria,3/2/2017,Registered!
NCRCP8959,WENYUN LIN,,N/A,018 290 7913,018 290 7795,6 New Market Road Potchefstroom 2531,Potchefstroom,3/2/2017,Registered!
NCRCP9449,JOES UPHOLSTRY WOODWORK AND FINANCIAL SERVICES (PTY) LTD,,2016/272378/07,015 233 6820,015 233 6820,No 483 Kgohloane Village Perskebuilt MMOTONG 0784,MMOTONG,7/5/2017,Registered!
NCRCP9457,NISIN INVESTMENT (PTY) LTD,CASH CRUSADERS SOUTHWAY MALL,2015/284611/07,031 791 3100,031 791 2120,76 Sunlark Drive Dawncrest VERULAM 4340,VERULAM,7/4/2017,Registered!
NCRCP9458,TOYINTOYIN TRADING (PTY) LTD,,2016/197215/07,015 962 0199,,Stand No 198 Hamutoti Thohoyandou 0950,Thohoyandou,6/30/2017,Registered!
NCRCP9463,GERT FRANCOIS JANSE VAN RENSBURG,,N/A,083 337 0066,,14 Montagu Street Mossel Bay 6506,Mossel Bay,7/7/2017,Registered!
NCRCP9472,PAULINE LUME,ALL LOANS,N/A,  ,086 293 6420,538 MAIN Road PAARL Paarl 7620,Paarl,7/10/2017,Registered!
NCRCP9488,EZIWHUO CASH LOANS (PTY) LTD,,2015/166139/07,073 300 1074,,Stand No 220213 NKOWANKOWA 0870,NKOWANKOWA,7/5/2017,Registered!
NCRCP9490,LENOVA CONSTRUCTION AND DEVELOPMENT (PTY) LTD,,2016/201896/07,051 813 9003,,4 Christo Groenewald Street Wild Olive Estates BLOEMFONTEIN 9301,BLOEMFONTEIN,7/3/2017,Registered!
NCRCP9493,XCELERATE INVESTMENT HOLDINGS (PTY) LTD,,2015/195268/07,087 359 7777,033 345 8027,"1st Floor, LMD House 16 Buchanan Street Pietermaritzburg 3201",Pietermaritzburg,7/10/2017,Registered!
NCRCP9499,TSHENUWANI FINANCIAL ENTERPRISE (PTY) LTD,,2012/150947/07,071 354 6170,,House No 217 Tswinga Village Vongani 0930,Vongani,7/7/2017,Registered!
NCRCP9500,PROTEA LOANS (PTY) LTD,,2016/512940/07,044 698 1401,,2 Compacta Drive Danabay Mosselbay 6510,Mosselbay,7/10/2017,Registered!
NCRCP21931,AMPERSANDSURE (PTY) LTD,AMPERSAND,2023/719740/07,011 482 1147,,3 San Marino 157 Albertyn Street Kyalami Hills 1685,Kyalami Hills,6/11/2025,Registered!
NCRCP21932,NOVA FINANCE (PTY) LTD,,2025/159004/07,077 425 6438,,6279 Mshadza Hazyview 1242,Hazyview,6/4/2025,Registered!
NCRCP21933,ABERDEEN FINANSIELE DIENSTE (PTY) LTD,,2017/136952/07,066 612 7865,,9 Church Street Beaufort West 6970,Beaufort West,6/19/2025,Registered!
NCRCP21934,AFINA (PTY) LTD,,2025/134512/07,011 550 9300,,179 15th Road Randjespark HALFWAY HOUSE 1685,HALFWAY HOUSE,6/17/2025,Registered!
NCRCP21935,MOBALYZ ORIGINATOR 2 (PTY) LTD,,2025/134559/07,011 550 9300,,179 15th Road Ranjespark Midrand. 1685,Midrand.,6/17/2025,Registered!
NCRCP21936,MOBALYZ ORIGINATOR 3 (PTY) LTD,,2025/134616/07,011 550 9300,,"179 15th Road Randjespark Midrand, 1685","Midrand,",6/17/2025,Registered!
NCRCP21937,MLOTSHWA INVESTMENT AND PROJECTS (PTY) LTD,,2025/285864/07,068 098 8309,,407 Frikkie Meyer Boulevard 206 Clarina Court CE2 VANDERBIJLPARK 1911,VANDERBIJLPARK,6/13/2025,Registered!
NCRCP21938,SAILING BROTHERS (PTY) LTD,SPEEDY QUICK LOANS,2024/762693/07,073 160 3678,,Voortrekker Way Kakamas 8870,Kakamas,6/13/2025,Registered!
NCRCP21940,KGATO LE REMO TEBOGO AGRIC ENTERPRISE (PTY) LTD,KGATO LE REMO CASH LOAN,2024/688078/07,079 171 9310,,Stand No TCL 97835 Vergendeg Section Morokweng 8614,Morokweng,6/13/2025,Registered!
NCRCP21941,SIZAKALA FINANCIAL SOLUTIONS (PTY) LTD,,2025/271425/07,067 248 1159,,2167 Cape Gannet Street West View Estate Pretoria 0183,Pretoria,6/19/2025,Registered!
NCRCP8496,AMMACOM CREDIT (PTY) LTD,,2015/201855/07,079 527 1448,,6 Topaz Avenue Lyttelton Manor Centurion 0157,Centurion,11/8/2016,Registered!
NCRCP8502,A AND D BROTHERS (PTY) LTD,A AND B BROTHERS,2016/029815/07,  ,,4162 Mthambeka Kempton Park 1628,Kempton Park,11/11/2016,Registered!
NCRCP8505,MALWELA MICRO LOANS (PTY) LTD,,2016/322042/07,  ,,2387 Oasis Security Estate Pyp Street Terenure Ext 74 KEMPTON PARK 1619,KEMPTON PARK,11/8/2016,Registered!
NCRCP8507,GUMSPEACH TRADING (PTY) LTD,,2016/256526/07,015 962 3584,,No 47 Block D Limdev Building Thohoyandou SIBASA 0970,SIBASA,11/9/2016,Registered!
NCRCP8509,AMS PERSONNEL GROUP (PTY) LTD,,2014/079462/07,011 744 5365,086 577 6023,"49 Blue Gum Creek Estate Unit 5, Office 3, Golden Drive Morehill, Ext 8 BENONI 1501",BENONI,11/10/2016,Registered!
NCRCP8510,HEFKIE GENERAL ENTERPRISE (PTY) LTD,Michausdal Cash Loans,2015/118808/07,079 275 5667,,4 Vernon Street Michausdal CRADOCK 5880,CRADOCK,11/9/2016,Registered!
NCRCP8511,NAMCO CAPITAL (PTY) LTD,NAMCO GUARANTEES,2012/195030/07,015 297 0987,086 535 5763,23 Carel Street Bendor Park Polokwane (Pietersburg) 0713,Polokwane (Pietersburg),11/16/2016,Registered!
NCRCP8530,NEOFIN HARDING (PTY) LTD,,2015/347594/07,084 736 5987,,10 Goedehoop Cresent Jim Fouche Park Welkom 9460,Welkom,11/21/2016,Registered!
NCRCP8531,ZEBOLEKE FINANCE SOLUTIONS (PTY) LTD,,2015/384967/07,073 256 3864,,Unit D787 Mzilikazi Street ULUNDI 3838,ULUNDI,11/17/2016,Registered!
NCRCP8533,QING LU,SKY CASH LOANS,N/A,057 352 1156,,28 Bok Street WELKOM 9460,WELKOM,11/9/2016,Registered!
NCRCP8975,MOLOKS LEBABTHO (PTY) LTD,,2012/103891/07,071 107 8717,086 594 5260,38662 Extension 18 Mamelodi East 0122,Mamelodi East,2/23/2017,Registered!
NCRCP8979,KALIMAMBO TRADING (PTY) LTD,,2016/442495/07,081 378 4413,086 607 0364,STAND NO 745 DAANTJIE TRUST DAANTJIE NELSPRUIT Sibuyile 1216,Sibuyile,3/7/2017,Registered!
NCRCP898,BD FINANCE TRUST,,IT 184/03,051 432 9410,051 432 9409,79 Leeubekkie Street Heidedal Bloemfontein 9301,Bloemfontein,7/7/2007,Registered!
NCRCP8982,TIAWIZ (PTY) LTD,CASH CRUSADERS FIELD STREET,2013/066618/07,021 462 1844,,"Shop 5, United Buiding 58 Field street Durban 4000",Durban,3/6/2017,Registered!
NCRCP8983,KUKUZA INVESTMENT (PTY) LTD,,2012/015663/07,011 487 0381,,Shop No12 33 & 35 Rockey street Bellevue East 2198,Bellevue East,3/15/2017,Registered!
NCRCP8984,SGANANDA FINANCIAL SERVICES CC,,1998/045310/23,031 307 6284,031 307 6284,"Suite 1303 Mercury House, 320 Anton Lembede St Durban 4000",Durban,3/13/2017,Registered!
NCRCP8989,GORMEL FINANCE CC,JAG LOANS,2011/092466/23,087 940 0470,086 512 6449,90 Long Street MATATIELE 4730,MATATIELE,3/13/2017,Registered!
NCRCP8996,LEANDRA INVESTMENTS (PTY) LTD,,2016/156055/07,013 590 0059,,9670 Ext 16 Lebohang 2265,Lebohang,3/13/2017,Registered!
NCRCP9,INVESTEC BANK LIMITED,,1969/004763/06,011 286 9523,,100 Grayston Drive Sandown Sandton 2146,Sandton,3/20/2007,Registered!
NCRCP9005,IZI FINANCIAL SERVICE (PTY) LTD,,2016/523816/07,076 669 6511,,"BaKara Unit 31 3509, 13 OS Street GLENVISTA EXT 1 2091",GLENVISTA EXT 1,3/17/2017,Registered!
NCRCP9501,CALLAGHAN TRADING CC,,2010/056208/23,043 642 1296,,"Office 1, Allied Building 30 Taylor Street King William's Town 5601",King William's Town,7/13/2017,Registered!
NCRCP9507,YS FINANCE (PTY) LTD,PLATINUM FAMILY CASH LOANS,2017/012109/07,060 533 0893,,Boulders Shopping Centre MIDRAND 1682,MIDRAND,7/9/2017,Registered!
NCRCP9509,FIRST FEDERAL INVESMENTS (PTY) LTD,,2001/027591/07,011 807 3323,011 807 5602,"Unit 1, Rivonia Gate Office Park 381 Rivonia Boulevard Rivonia 2128",Rivonia,7/13/2017,Registered!
NCRCP9513,AIRCRAFT ASSET FINANCE CORPORATION (PTY) LTD,,2003/029134/07,011 467 2990,,"Block 2, Stratford office park Corner cedar and valley Road Broadacres Johannesburg 2021",Johannesburg,7/18/2017,Registered!
NCRCP9517,THISENES (PTY) LTD,,2017/098914/07,072 412 3839,,37 Leopard Rock Road 3 AllensNek Roodepoort 1724,Roodepoort,7/18/2017,Registered!
NCRCP9518,INDEPENDENT SECURITIES RETIREMENT FUND,,N/A,011 100 8100,,Baobab Block Hurlingham Office park Hurlingham Manor Sandton 2146,Sandton,7/18/2017,Registered!
NCRCP9523,RURAL INVEST (PTY) LTD,,2017/078779/07,081 300 3420,086 692 3015,22 George White Place Lambton Gardens Germiston 1428,Germiston,7/18/2017,Registered!
NCRCP9532,MATLHATSI JUNIOR BUSINESS INVESTMENTS (PTY) LTD,,2016/539559/07,  ,,Lekwa 1732 Mosesetjane Kgubudi MOKOPANE 0601,MOKOPANE,7/18/2017,Registered!
NCRCP9535,AMBITON FINANCIAL SERVICES (PTY) LTD,,1995/006574/07,041 581 7170,041 581 7174,250 Walmer Boulevard South End Port Elizabeth 6001,Port Elizabeth,7/18/2017,Registered!
NCRCP9539,CATCORP INVESTMENTS CC,,2007/247377/23,072 413 6185,,12 Klapperbos Street George 6530,George,7/12/2017,Registered!
NCRCP21942,DREAMLOAN FINANCIAL SOLUTION (PTY) LTD,,2024/748505/07,079 306 6155,,52 Greystone Mooikloof Ridge PRETORIA 0181,PRETORIA,6/18/2025,Registered!
NCRCP21943,TULEA FINANCE (PTY) LTD,,2024/740570/07,082 998 6738,,19 Bernardie Street The Reeds Ext 14 Centurion 0046,Centurion,6/18/2025,Registered!
NCRCP21944,MELOMKHU (PTY) LTD,MELOMKHU LOANS,2024/723624/07,064 030 8843,,639 Madala Street Jabula Amersfoort 2490,Amersfoort,5/27/2025,Registered!
NCRCP21945,GLADSON FINANCIAL SERVICES (PTY) LTD,,2024/450880/07,087 550 1823,,69A Napoleon Street Rustenburg 0299,Rustenburg,6/13/2025,Registered!
NCRCP21946,AMAKHOLO CAPITAL (PTY) LTD,,2024/509625/07,084 870 6680,,Mlhoma Reserve Empangeni 3880,Empangeni,6/17/2025,Registered!
NCRCP21947,TP CAPITAL CONSULTANT (PTY) LTD,,2024/265813/07,083 867 5593,,"Stand No 255 Zone A, Namakgale 1391 Phalaborwa 1389",Phalaborwa,6/3/2025,Registered!
NCRCP21948,TSHIMOLEMO FINANCE (PTY) LTD,,2025/223949/07,072 790 0962,,0260 Matse Section Thekwane Village Rustenburg 0300,Rustenburg,6/10/2025,Registered!
NCRCP21949,INKOKHELO HOLDINGS (PTY) LTD,,2023/646694/07,065 973 3052,,583 Pretoria Road Witfield BOKSBURG 1459,BOKSBURG,6/15/2025,Registered!
NCRCP21950,CUVARI (PTY) LTD,,2012/213734/07,072 540 8091,,House No 44 Zamia Palm Bolo Street Moreleta Park PRETORIA 0181,PRETORIA,6/13/2025,Registered!
NCRCP21951,DREMINA FINANCIERS (PTY) LTD,,2025/051988/07,081 756 2650,,OC Trefnant Road Ormonde Gardens Evans Park 2091,Evans Park,6/6/2025,Registered!
NCRCP8535,ELDRIE FINANSIELE DIENSTE CC,ALLIANCE CASH,1997/005175/23,053 456 1189,053 456 1189,Boshof Business Building De LA Rey Street JAN KEMPDORP 8550,JAN KEMPDORP,11/17/2016,Registered!
NCRCP8545,SADIK FINANCIAL CASH LOAN (PTY) LTD,,2016/253418/07,015 960 1425,,Office Number 10 Madar Center Thohoyandou 0950,Thohoyandou,11/2/2016,Registered!
NCRCP8548,WIHANKE TRADING (PTY) LTD,VIP FINANCE,2013/083968/07,021 325 1397,,"361 Steve Biko Street Shop 18, Nedbank Plaza Arcadia Pretoria 0002",Pretoria,11/14/2016,Registered!
NCRCP855,EMINEM CASH LOANS CC,,1999/010667/23,054 332 2414,054 332 1790,29 Mark Street Upington 8801,Upington,8/31/2007,Registered!
NCRCP8555,ONE STOP ALEX (PTY) LTD,,2014/117487/07,046 653 0022,,ERF 1329 1 Voortrekker Street Alexandria 6185,Alexandria,11/18/2016,Registered!
NCRCP8559,ROCKA FELLA FINANCE (PTY) LTD,,2014/016960/07,010 210 7122,,1291 Slovoville Joeslovo Section Roodepoort 1724,Roodepoort,11/28/2016,Registered!
NCRCP8564,Z5Z TRADE CC,,2010/016718/23,082 805 2185,086 211 7856,40A Union Street East London. 5211,East London.,11/29/2016,Registered!
NCRCP8572,GUNG HO TRADING (PTY) LTD,,2016/123754/07,073 785 4010,,158 Main Street STERKSPRUIT 9762,STERKSPRUIT,11/29/2016,Registered!
NCRCP8573,LAMNA FINANCIAL II (PTY) LTD,LAMNA II,2016/212866/07,086 111 2866,,Office 201A Sono On Strand Builing 128 Strand Street Waterfront 8002,Waterfront,12/5/2016,Registered!
NCRCP8577,NEOFIN HUMANSDORP (PTY) LTD,,2015/347599/07,  ,,77 Main Road HUMANSDORP 6300,HUMANSDORP,12/8/2016,Registered!
NCRCP9006,KWIK FINANCIAL SERVICES (PTY) LTD,,2016/499405/07,  ,,"Bakara Unit 31 3509, 13 OS Street GLENVISTA EXT 1 2091",GLENVISTA EXT 1,3/17/2017,Registered!
NCRCP9009,TRYMORE FINANCIAL SERVICES (PTY) LTD,,2015/105802/07,032 945 3132,032 945 3132,D 1523 Ngcongangconga Road Ozwatini 3242,Ozwatini,3/9/2017,Registered!
NCRCP9011,SUNGLIDE 74 (PTY) LTD,COASTAL TOOL HIRE,2006/032466/07,015 491 2151,015 491 5303,65A Bok Street Polokwane 0699,Polokwane,3/9/2017,Registered!
NCRCP9015,CHARL VAN HEERDEN,BALANI,N/A,051 634 1321,051 634 1321,37 Mathew Street ZASTRON 9950,ZASTRON,3/20/2017,Registered!
NCRCP9016,MGOBO COASTAL FINANCE (PTY) LTD,,2016/076930/07,035 592 0014,035 592 0014,Kwa - Mazambane Reserve Kwangwanase 3973,Kwangwanase,3/18/2017,Registered!
NCRCP9026,LONDEKA (PTY) LTD,,2008/028782/07,012 435 9324,012 435 9555,Monument Office Park 1st Floor Block 3 Monumentpark Steenbok Avenue 71 PRETORIA 0181,PRETORIA,3/15/2017,Registered!
NCRCP9027,KCA MICROFINANCE (PTY) LTD,,2016/462600/07,078 748 2021,,55 DR Beyers Maude Street Middelburg MIDDLEBURG 1050,MIDDLEBURG,3/19/2017,Registered!
NCRCP9033,BARATENG CASH LOANS ( PTY) LTD,,2015/214394/07,015 501 0188,,308 Government Street Dendron Polokwane (Pietersburg) 0715,Polokwane (Pietersburg),3/20/2017,Registered!
NCRCP9034,REDFERN FINANCE CC,ACTIVE CREDIT,2007/240079/23,087 350 4099,086 551 0863,15 A Suuey Road Vincent East London OOS-LONDEN 5200,OOS-LONDEN,3/27/2017,Registered!
NCRCP9039,HRIH FAMILY UNIT (PTY) LTD,,2016/523486/07,076 038 1227,,230 Walter Sisulu Avenue Potchefstroom 2530,Potchefstroom,3/24/2017,Registered!
NCRCP21952,MVAMVA LOGISTICS AND PROJECTS (PTY) LTD,,2019/136468/07,011 211 6218,,BBS Décor Park Anchorville LENASIA 4051,LENASIA,6/11/2025,Registered!
NCRCP21953,KGOLANYANE TRADING (PTY) LTD,KGOLANYANE CASH LOANS,2023/238163/07,083 886 0780,,17 Willem Matthee Street Ladybrand 9745,Ladybrand,6/6/2025,Registered!
NCRCP21954,OA FINANCE (PTY) LTD,,2024/585428/07,083 662 9882,,106 Matatani Village Lwamondo Thohoyandou 0950,Thohoyandou,6/9/2025,Registered!
NCRCP21955,UHURU CAPITAL (PTY) LTD,UHURU FINANCE,2024/774179/07,076 194 1596,,4814 Capensis Avenue Centurion 0046,Centurion,6/8/2025,Registered!
NCRCP21956,CAROFLO (PTY) LTD,,2024/330942/07,060 606 4676,,D1992 Maqhwakazi Street Ulundi 3838,Ulundi,6/13/2025,Registered!
NCRCP21957,BIZBAH (PTY) LTD,,2024/546561/07,067 142 9358,,137 Cato Road 38 Belvedere Durban 4001,Durban,6/19/2025,Registered!
NCRCP21958,NTSIBAKAZI MULTI PROJECTS AND SERVICES (PTY) LTD,,2020/874187/07,083 779 1993,,09 Bambo Street 369 Panorama Road The Reeds Centurion 0157,Centurion,6/16/2025,Registered!
NCRCP21959,RICHFIN CAPITAL (PTY) LTD,,2025/056863/07,079 623 8355,,"927 Ikageng street, Block B Magojaneng Kuruman 8460",Kuruman,6/10/2025,Registered!
NCRCP21960,M AND N FINANCE (PTY) LTD,,2024/818444/07,081 784 7921,,47 Raven Street Roodepan Kimberley 8309,Kimberley,6/17/2025,Registered!
NCRCP21961,SUMITOMO CORPORATION AFRICA (PTY) LTD,,2013/198830/07,011 784 9120,,"3rd Floor, The Ridge 1 Discovery Place Sandton, 2196","Sandton,",6/2/2025,Registered!
NCRCP8579,NEUS CASH LOAN (PTY) LTD,,2015/120366/07,013 935 1424,013 935 1424,30A Kruger Street BRONKHORSTSPRUIT 1020,BRONKHORSTSPRUIT,12/6/2016,Registered!
NCRCP858,SYMPHONY CASH LOANS CC,J J CASH LOANS,1997/20024/23,021 872 0298,021 872 0298,Eilandstraat 3 Paarl 7646,Paarl,9/3/2007,Registered!
NCRCP8583,RABELANI FINANCE HOUSE (PTY) LTD,,2016/314987/07,071 880 3351,,Bindulavhathu Complex Office Number 10 Sibasa 0970,Sibasa,12/6/2016,Registered!
NCRCP8587,AD AND L TRADE AND SUPPLIERS (PTY) LTD,,2015/054691/07,014 717 1115,086 697 2392,Shop # 3 Nelson Mandela Drive 73 Modimolle Nylstroom 0510,Nylstroom,12/8/2016,Registered!
NCRCP8596,F NIAN (PTY) LTD,,2016/357015/07,018 468 4438,,Flat G2 341 Ian Street Wilkoppies Klerksdorp 2571,Klerksdorp,11/11/2016,Registered!
NCRCP8597,LTF TRADE FINANCE (PTY) LTD,,2007/028119/07,010 001 4261,,"1st Floor, Yellowwood House Ballywoods Office Park 32 Ballyclare Drive Bryanston 2021",Bryanston,12/6/2016,Registered!
NCRCP8606,JERLIN INVESTMENTS AND PROJECTS (PTY) LTD,MPEYIWA FINANCIAL SERVICES,2013/203471/07,011 071 6618,,"Office 0312, Focus House 86 City Hall Street Johannesburg 2001",Johannesburg,12/9/2016,Registered!
NCRCP8610,KETEMO TRADING AND PROJECTS 17 CC,MONEY LOANS,2011/043536/23,044 273 1157,,90 Church Street Oudtshoorn 6620,Oudtshoorn,12/9/2016,Registered!
NCRCP8613,MEFAM ENTERPRISE (PTY) LTD,MEFAM FINANCIAL SERVICE,2015/185124/07,015 962 0197,015 962 0197,Office 94 Block C Limdev Office Complex Thohoyandou 0950,Thohoyandou,12/9/2016,Registered!
NCRCP8614,KOBODIMARATHA TRADING AND PROJECTS ( PTY) LTD,Karry Cash Loan,2014/086655/07,082 683 5861,,Stand No 571 Monsterlus 1057,Monsterlus,12/12/2016,Registered!
NCRCP9550,VOLVO FINANCIAL SERVICES SOUTHERN AFRICA (PTY) LTD,,2016/268503/07,011 842 5000,,Hughes Business Park Cnr Jet Park Road and Saligna Street Witfield BOKSBURG 1459,BOKSBURG,7/24/2017,Registered!
NCRCP9557,MAKULA CASH LOAN (PTY) LTD,,2016/379633/07,056 212 6222,,43 Barnard Street KROONSTAD 9500,KROONSTAD,8/3/2017,Registered!
NCRCP9563,NZIMATA TRADING ENTERPRISE CC,,2007/074169/23,082 367 0960,,104 Woodford 39 Becker Street Yeoville Johannesburg 2198,Johannesburg,8/1/2017,Registered!
NCRCP9570,LEFA DITEBOGO CASH LOAN (PTY) LTD,,2016/273477/07,072 505 1414,086 572 8591,Stand No.165 Eesteluk STEELPOORT 1133,STEELPOORT,8/7/2017,Registered!
NCRCP9574,NAOMI SYLVIA WANA (PTY) LTD,NAOMI SYLVIA WANA CREDIT SOLUTIONS,2015/092135/07,073 904 1917,,4440 Vuka Section Tumahole Location Parys 9585,Parys,8/8/2017,Registered!
NCRCP9576,TRADE MARK FINANCIAL SERVICES (PTY) LTD,,2017/065545/07,081 305 9549,086 662 0667,3486 Matumi Street Jouberton Ext 7 Klerksdorp 2571,Klerksdorp,8/3/2017,Registered!
NCRCP9589,NKEMISHE CASH LOANS (PTY) LTD,,2015/418731/07,015 306 0445,086 522 5071,Pusela Medical Centre Arcadia Reed Building Corner Morgau & Agatha Street Tzaneen 0850,Tzaneen,8/2/2017,Registered!
NCRCP9603,INVESTCAN (PTY) LTD,,2008/003659/07,079 678 5803,086 605 5970,Ramlin Square Office Park Corner Bodensfein & Hans Van Rensburg Street PIETERSBURG 0699,PIETERSBURG,8/15/2017,Registered!
NCRCP961,ISANDLA FINANCIAL SERVICES (PTY) LTD,,1998/023271/07,011 362 4480,011 362 5985,The Avenues Shopping Mall 1st Floor 5th Avenue New Town Springs 1560,Springs,7/17/2007,Registered!
NCRCP9616,LCR CASH LOANS (PTY) LTD,,2017/196399/07,011 791 2349,086 451 0157,"Shop 0226, Louis Pastent (4) Shop 351, Prestorius Street Pretoria 0002",Pretoria,8/17/2017,Registered!
NCRCP9040,DELTA BLUE TRADING 20 CC,,2004/091374/23,072 985 5858,,49 Main Road Vredenburg 7380,Vredenburg,3/24/2017,Registered!
NCRCP9041,RANKATANA (PTY) LTD,RANKATANA CASH LOANS,2015/238068/07,071 039 2533,,1 Block Street Rooi Block Prieska 8940,Prieska,3/27/2017,Registered!
NCRCP9043,IKENNA GENERAL TRADING (PTY) LTD,IKE CASH LOANS,2016/066315/07,083 752 9228,,1st Floor Wolkberg Building Dannie Joubert Street Tzaneen 0850,Tzaneen,3/30/2017,Registered!
NCRCP9044,WISANI FINANCIAL SERVICES CC,,2009/006725/23,072 866 9648,,Tshakhuma-Luvhalani B Stand No 114 Tshakhuma 0951,Tshakhuma,3/23/2017,Registered!
NCRCP9045,EXOTIC FRUIT COMPANY (PTY) LTD,FRUITCO,2014/058732/07,021 200 66044,,Unit 4 Bell house 18 Bell Crescent Westlake Bussiness Park Westlake Lotus River 7945,Lotus River,3/24/2017,Registered!
NCRCP9049,DP LENINGS (PTY) LTD,,2016/473292/07,071 886 0278,,Shop 4 OK Mall C/O Waterkant and Plantasie Street Botrivier Overberg Bot River 7185,Bot River,3/31/2017,Registered!
NCRCP9054,THE LOAN COMPANY (PTY) LTD,,2015/362714/07,087 654 4868,,C/O Corobray Road & Garsfontein Road Mentyn Pretoria 0181,Pretoria,3/31/2017,Registered!
NCRCP9056,DITHARI FUNDING (PTY) LTD,,2015/183789/07,081 476 7913,,42 Allenby Street Witbank 1035,Witbank,4/7/2017,Registered!
NCRCP9058,PALY CAPITAL (PTY) LTD,,2017/121639/07,071 788 1382,,7097 Mokwena Location Thaba Nchu 9780,Thaba Nchu,4/7/2017,Registered!
NCRCP9060,SULNISA PROPERTY HOLDINGS (PTY) LTD,,2006/019202/07,021 685 9994,021 685 8104,118 Campground Road RONDEBOSCH 7701,RONDEBOSCH,4/5/2017,Registered!
NCRCP21962,ROSH CASH LOANS (PTY) LTD,,2024/732117/07,072 988 9817,,04 Mafrayi Dludlu Bethal Mpumalanga Bethal 2310,Bethal,6/24/2025,Registered!
NCRCP21963,EZINHLE EMPIRE (PTY) LTD,,2024/297050/07,076 168 7333,,Kwasithole Area Dundee Kwa-Zulu Natal Dundee 3000,Dundee,6/23/2025,Registered!
NCRCP21964,NEXT LEVEL CREDIT (PTY) LTD,,2025/153866/07,087 550 1823,,"814 Robin Road Shelly Beach, 4265","Shelly Beach,",6/23/2025,Registered!
NCRCP21965,KEYSTONE LENDING (PTY) LTD,,2024/834915/07,087 550 1823,,814 Robin Road Shelly Beach 4265,Shelly Beach,6/23/2025,Registered!
NCRCP21966,CAPITAL QUEST (PTY) LTD,,2024/835071/07,087 550 1823,,814 Robin Road Shelly Beach 4265,Shelly Beach,6/23/2025,Registered!
NCRCP21967,ANDA M SOLUTIONS (PTY) LTD,,2025/269137/07,067 083 0558,,Unit 9 Villa Mia Complex 3034 Viool Street Rynfield Pretoria 1501,Pretoria,6/24/2025,Registered!
NCRCP21968,UNITY LOANS (PTY) LTD,,2024/834983/07,087 550 1823,,814 Robin Road SHELLY BEACH 4265,SHELLY BEACH,6/23/2025,Registered!
