NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP2568,GREEN LEAF INVESTMENT FUND (PTY) LTD,GREEN LEAF,2007/027379/07,021 683 3525,021 689 4499,"Mill House, 3rd Floor Boundary Terraces Newlands 0081",Newlands,,
NCRCP2579,GEODIS WILSON SOUTH AFRICA (PTY) LTD,,1984/006815/07,011 396 1830,011 396 1925,28 Pomona Road Kempton Park 1620,Kempton Park,,
NCRCP2581,EMPLOY- RITE (PTY) LTD,,2006/026945/07,031 267 5281/2663344,086 601 9120,31 Salisbury Avenue Westville 3630,Westville,,
NCRCP2584,OVIPRO (PTY) LTD,,1993/001412/07,013 932 4051/3,013 932 4065,2 Ovipro Street Industrial Area Bronkhorstspruit 1020,Bronkhorstspruit,,
NCRCP2593,L.S. BEMARKING (PTY) LTD,"WELKOM AUTO, KID BETHLEHEM",1995/004712/07,057 212 8694,086 601 2739,66 Kestrell Avenue Virginia 9430,Virginia,,
NCRCP2594,CAPRICORN SOCIETY LIMITED,,2000/009274/10,080 099 3129,,"Cnr Jan De Villiers and Sons Street 16th Floor, 1 Thibault Squre Cape Town 8000",Cape Town,,
NCRCP15048,CASH CRUSADERS ARCADIA (PTY) LTD,,2019/544343/07,021 787 9800,,Shop 1 & 1B Scopus Heights 505 Madiba Street Pretoria 0083,Pretoria,,
NCRCP1505,BLUE HOLDINGS (PTY) LTD,,1970/008155/07,011 721 8288,086 510 9208,30 Baker Street JOHANNESBURG 2196,JOHANNESBURG,,
NCRCP15051,ISIBONGO TRADING (PTY) LTD,JAMBO,2003/022322/07,082 653 4532,,Mazars House Railto Road Grand Moorings Precinct Century City 7446,Century City,,
NCRCP15052,BEYOND JOINT VENTURE (PTY) LTD,,2017/003443/07,010 003 0789,,Spaces Atrium on 5th 5th Street Sandton. 2196,Sandton.,,
NCRCP1506,BLUE GRANITE INVESTMENTS NO 5 (PTY) LTD,,2007/015359/07,011 631 1508,086 510 9208,Floor 9 5 Simmonds Street Johannesburg 2001,Johannesburg,,
NCRCP15078,SUKUMA CAPITAL (PTY) LTD,,2021/002013/07,082 425 2708,,4 La Verona Pintail Way Somerset Ridge 7130,Somerset Ridge,,
NCRCP15080,FLASH EASY LOANS (PTY) LTD,,2021/465130/07,023 415 1333,,132B Donkin Street Beaufort West 6970,Beaufort West,,
NCRCP15087,CASH CRUSADERS RANDRIDGE MALL (PTY) LTD,,2019/544429/07,021 787 9800,,"Shop 244A, Randridge Mall Cnr John Vorster and Kaylerne Avenue Randpark Ridge. 2196",Randpark Ridge.,,
NCRCP15088,MABASA FINANCIAL SERVICES (PTY) LTD,,2021/300819/07,076 042 7571,,47 Block 10 Thulani Doornkop DOBSONVILLE 1863,DOBSONVILLE,,
NCRCP15093,CASH CRUSADERS SOUTHDALE (PTY) LTD,,2018/421449/07,011 244 0600,,Shop G19/920 Southdale Shopping Centre Cnr Alameil and Lovelsborough Roads Southdale 2091,Southdale,,
NCRCP1797,SINDANI CASH LOANS CC,,2004/084847/23,011 443 9874,,30 - 3rd Avenue Alexandra Johannesburg 2090,Johannesburg,,
NCRCP17989,SESH GROUP (PTY) LTD,SHESH LOANS,2023/743264/07,079 222 7429,,23 Emerald Hill Acacia Greenstone Hill 1906,Greenstone Hill,,
NCRCP17992,MOLO ENTERPRISE HOLDINGS (PTY) LTD,,2023/626813/07,082 885 1032,,2 Sterkbos Street Dalpark 6 BRAKPAN. 1552,BRAKPAN.,,
NCRCP180,BLUE CHIP FINANCE (PTY) LTD,,1998/022590/07,051 430 9064,051 430 7136,32 Nelson Mandela Drive Bloemfontein 9301,Bloemfontein,,
NCRCP1800,PATIN TRADING 170 (PTY) LTD,COBOL FINANCE,2006/024253/07,021 421 -8811,086 668 7572,"Shop 7,Picbel Parkade, Lower Ground Floor 58 Strand Street Cape Town 8000",Cape Town,,
NCRCP18006,MR BUY IT CC,CASH CRUSADERS BELLVILLE,2009/175789/23,021 948 6505,,4 Langeberg Street Stellenberg 7550,Stellenberg,,
NCRCP1801,REAL PEOPLE CREDIT (PTY) LTD,,2007/006834/07,043 702 4612,043 742 6327,"Real People Views, 12 Esplanade Road Quigney East London 5201",East London,,
NCRCP18014,IMELDA FELIZITAS PHILISTAS KHUMALO,MLILWANE LOANS,N/A,082 415 7926,,No 3 Fiddlewood Estate Sonstraal Heights Durbanville 7550,Durbanville,,
NCRCP18019,EVER REST SOLUTIONS (PTY) LTD,,2022/610190/07,082 656 4706,,11 Blue Crane Drive Meyersdal Alberton 1449,Alberton,,
NCRCP1804,QUALITY TRADE NO 63 (PTY) LTD,,2002/025319/07,011 646 0290,011 646 3566,72a Oxford Road Riveria Johannesburg 2193,Johannesburg,,
NCRCP1931,STREETWISE FINANCE (FOURWAYS 1) CC,,1999/006454/23,012 347 6313,012 347 4627,11 Tsitsa Street Tsitsapark Erasmuskloof PRETORIA 0048,PRETORIA,,
NCRCP1935,BLUE STRATA TRADING (PTY) LTD,,2000/022631/07,011 245 5627,011 884 8775,66 Wierda Road East Wierda Valley SANDTON CITY 2196,SANDTON CITY,,
NCRCP1937,DIPAK GIHWALA,,N/A,012 656 8645,086 619 2545,4 Spekhout Ave Heuweloord Centurion WIERDAPARK 0149,WIERDAPARK,,
NCRCP1939,HENEWAYS FREIGHT SERVICES (PTY) LTD,,1975/003171/07,011 879 5400,011 453 2213,2 Lascelles Road Meadowbrook Edenvale 1609,Edenvale,,
NCRCP194,LOTUS LOANS CC,,1996/56409/23,031 304 8334,031 401 0728,312 Florence Nightingale Drive Westcliffe Chatsworth 4092,Chatsworth,,
NCRCP1940,MABALINGWE 215 CC,CASH CRUSADERS 3 RIVERS,2000/075802/23,012 664 0003,086 618 6892,"Shop 001, Jack Dyer Center 160 Esselen Street Sunnyside Pretoria 0002",Pretoria,,
NCRCP1945,HEKSACOM FINANCIAL SERVICES CC,CAMELA POTTIES,2005/135295/23,012 809 0225,012 809 0225,Voortrekker Centre Mokopane (Potgietersrus) 0600,Mokopane (Potgietersrus),,
NCRCP1950,LANDMAN MICRO LOANS CC,MONEY DIRECT KRAAIFONTEIN,2000/003563/23,021 851 2744,021 851 2744,Arcadia Sentrum 130 Brightonweg Kraaifontein 7570,Kraaifontein,,
NCRCP1952,PRIVATE MORTGAGES 2 (PTY) LTD,,2003/016331/07,011 291 3758,,100 Grayston Drive Sandton 2146,Sandton,,
NCRCP19527,EXHIBITION LOGISTIC SOLUTIONS (PTY) LTD,,2007/023225/07,011 284 1000,,111 Lake Road Longmeadow North Business Estate Ext 7 Modderfontein 1644,Modderfontein,,
NCRCP2595,THE THEKWINI FUND 8 (RF) LIMITED,,2007/033225/06,031 576 5756,086 500 1534,"2 Milkwood Crescent Milkwood Park, Off Douglas Saunders Drive La Lucia Ridge 4051",La Lucia Ridge,,
NCRCP2597,PROGRESS BELLVILLE TRUST,,2001/026014/07,023 342 2694,023 347 5690,4 Kort Street BELLVILLE 7530,BELLVILLE,,
NCRCP2598,PROGRESS WELLINGTON TRUST,,IT 4987/2006,023 342 2694,023 347 5690,68A Fairbairn Street EDEN GLEN 1613,EDEN GLEN,,
NCRCP2599,PROGRESS KRAAIFONTEIN TRUST,,2001/023876/07,023 342 2694,023 347 5690,138 Voortrekker Road Kraaifontein 7570,Kraaifontein,,
NCRCP2600,PROGRESS MOORREESBURG TRUST,,2002/031047/07,023 342 2694,023 347 5690,30B Hoofstreet Moorreesburg 7310,Moorreesburg,,
NCRCP2601,PROGRESS GROEP TRUST,,IT 4997/2006,023 347 7851,086 695 3959,68A Fairbairn Street Worcester 6850,Worcester,,
NCRCP2602,OMAR SABDIA,S. D. MOTORS,N/A,015 491 3930,015 491 3930,63 Retief Street Mokopane 0601,Mokopane,,
NCRCP2604,STEPHANES JACOBUS ESTERHUIZEN,ESSIE'S PAWN & SWOP SHOP,N/A,012 379 3760,012 379 3760,1179 Boekenhout Kloof Str Booysens Pretoria 0082,Pretoria,,
NCRCP2608,YZERFONTEIN SEASIDE ESTATES (PTY) LTD,,1936/008830/07,021 683 3433,021 683 3199,219 Stadium On Main Main Road CLAREMONT 7708,CLAREMONT,,
NCRCP2609,NHLANHLENHLE FINANCIAL SERVICES CC,,2007/149110/23,  ,035 772 7581,"Edwards Pharmacy Building, Office 6B Union Street EMPANGENI 3880",EMPANGENI,,
NCRCP151,AVITRO 8 CC,M & P FINANCIAL SERVICES,2002/027124/23,082 771 3729,041 363 6488,11 Erebus Street Summerstrand Port Elizabeth 6001,Port Elizabeth,,
NCRCP15156,ZUVA CAPITAL INVESTMENTS (PTY) LTD,,2016/344974/07,011 886 1062,,3 Sinsaunt Crescent Hurlingham Manor Sandton JOHANNESBURG 2196,JOHANNESBURG,,
NCRCP15172,CASH DOT NET (PTY) LTD,,2021/762155/07,064 762 1564,,530 Luchoff Street Danielskuil 8405,Danielskuil,,
NCRCP15197,FARMWISE GRAINS (PTY) LTD,,1997/005345/07,  ,,1st Floor 292 Surrey Avenue Ferndale Randburg 2125,Randburg,,
NCRCP15226,PHYNANS (PTY) LTD,,2020/706814/07,083 788 1135,,22 Bellamont Road Unit 21 Club Mykonos Umdloti Umdloti Beach 4350,Umdloti Beach,,
NCRCP1523,JACLI TRADING CC,CASH CRUSADERS - VAN DER WALT STREET,2004/053556/23,012 440 2728,012 440 2883,Shop 4 & 5 Steynscor Building 19 Van der Walt Street Tshwane 0002,Tshwane,,
NCRCP15235,ANNELIZE JONKER,PROTEA CASH LOANS,N/A,082 769 9233,,55 Mill Creek Crescent Sunningdale MILNERTON 7441,MILNERTON,,
NCRCP1524,PIET VAN GRAAN INVESTMENTS (PTY) LTD,P. M. A. CASH LOANS,1999/006370/07,011 753 4043,011 753 1617,"Shop 6, Perm Building Allan Street Westonaria 1780",Westonaria,,
NCRCP1525,GEMFIN BUSINESS SOLUTIONS CC,"GEMFIN MICRO LOANS, EMERALD FINANCE",2000/052035/23,086 143 6346,086 1329 263,35 Atlas Road Dunswart 1501,Dunswart,,
NCRCP15264,APEX GROUP CAPITAL (PTY) LTD,,2017/193351/07,071 598 0402,,Montigo Bay Simon Bekker Avenue Kosmos Hartbeespoort 0216,Hartbeespoort,,
NCRCP1807,HENTIQ 2007 (PTY) LTD,VLEISSENTRAAL BOSVELD,1999/023988/07,015 491 3141,015 491 6756,56 van Riebeeck Road Mokopane (Potgietersrus) 0600,Mokopane (Potgietersrus),,
NCRCP1809,ACROSS THE WORLD ENTERPRISES CC,WORLDWISE,2000/33564/23,012 377 0222,012 377 0222,Mahem Centre 2 Van Der Hoff Road Hercules Pretoria 0030,Pretoria,,
NCRCP181,Q X FINANCIAL SERVICES CC,SONKE FINANCE,2003/073430/23,013 282 1558,013 282 1558,12A O.R. Tambo Street Middelburg 1050,Middelburg,,
NCRCP1812,HOYISANI GENERAL TRADING CC,,2006/172731/23,013 795 5250,013 795 5250,111 Plaza View Acornhoek 1360,Acornhoek,,
NCRCP18128,STEPHEN MARK TRIMBY,STEVE TRIMBY OPTOMETRISTS,N/A,076 565 6250,,30 Seaview Road Golden Acre Somerset West 7130,Somerset West,,
NCRCP18146,VISION INVESTMENTS 2023 (PTY) LTD,VISION FINANCE,2023/863415/07,063 443 0680,,134 - 15 Avenue Alexandra Johannesburg 2090,Johannesburg,,
NCRCP1815,RUDOLPH CASH LOANS CC,,2006/054129/23,018 464 4326,018 4644324,West - Lind Gebou Ranek 105 1ste Vloer Leasj Straat Klerksdorp 2570,Klerksdorp,,
NCRCP18157,MAIN STREET 1236 (PTY) LTD,FINANCE AFRICAN CAPITAL,2014/027803/07,012 657 5340,,Sizwe Office Building 31 Waterloo Crescent Centurion 0157,Centurion,,
NCRCP1817,SHIPKA TRADING CC,,2005/110245/23,011 325 2658,086 544 0036,"Office 216 , Dunkeld West Centre Jan Smuts Avenue Johannesburg 2196",Johannesburg,,
NCRCP18209,LESHDENT (PTY) LTD,LESH LOANS,2017/203691/07,079 798 3851,,The William Unit 307 Cnr William Nicol & Broadacres Drive Fourways. 2191,Fourways.,,
NCRCP1953,PRIVATE MORGAGES 1 (PTY) LTD,,2002/012890/07,011 291 3758,,100 Grayston Drive Sandton 2146,Sandton,,
NCRCP1955,BASIE JNR MOTORS BK,STRUBEN STREET MOTORS,1999/057941/23,012 326 9395,012 326 9396,47 Paul Kruger Street Tshwane 0001,Tshwane,,
NCRCP19558,KAMINA FINANCE (PTY) LTD,,2022/845691/07,061 739 4370,,30 Milton Road Observatory 7925,Observatory,,
NCRCP1956,MWEB CONNECT (PTY) LTD,,1996/015134/07,021 596 8476,021 597 8715,100 Fairway Close Mweb House PAROW 7500,PAROW,,
NCRCP19574,MOSA ENTERPRISE (PTY) LTD,MOSA FINANCIAL SERVICES,2023/207416/07,067 399 5988,,6000-363 Itireleng Laudium Pretoria 0037,Pretoria,,
NCRCP1958,FLANWICK AGENCIES CC,EASTERN CAPE FINANCIAL SERVICES,1995/018540/23,083 453 7143,039 727 2632,"Dumagude Store, Shop 23 Main Street IZINGOLWENI 4260",IZINGOLWENI,,
NCRCP1959,NYAMUFUWI CASH LOAN CC,,2005/130289/23,015 962 5086,015 962 5086,"Office 97, Lim - Dev Building Mphephu Street Thohoyandou 0950",Thohoyandou,,
NCRCP1964,HANRU FINANCIAL & TRADING ENTERPRISES CC,HUNRU FINANCIAL AND TRADING ENTERPRISES,2001/062177/23,051 811 0067,086 6721 411,Jacob Street 67 Boshof 8340,Boshof,,
NCRCP1966,ARCADE CC,ARCADE FINANCE,2000/032512/23,011 873 6611,011 873 1168,221 Meyer Street Germiston 1401,Germiston,,
NCRCP1967,POLE POSITION TRADING 502 CC,,2001/071615/23,016 982 4290,016 982 2459,Re Unie Street Parys 9585,Parys,,
NCRCP261,ESIMIO TRADING 101 LIMITED,,1997/002364/06,011 295 6405,,135 Rivonia Road SANDTON 2196,SANDTON,,
NCRCP2610,PHANTOM VIEW LODGE CC,,2007/140309/23,044 386 0064,,216 Phantom Pass Road Belvidere Knysna 6570,Knysna,,
NCRCP2611,CROWS NEST PROPERTIES CC,,2007/140224/23,044 386 0064,,216 Phantom Pass Road Belvidere Knysna 6570,Knysna,,
NCRCP2612,PRIVATE PREVIEW INVESTMENTS 44 CC,,2007/140313/23,044 386 0064,,216 Phantom Pass Road Belvidere Knysna 6570,Knysna,,
NCRCP2614,BONSELLA MOTORS (PTY) LTD,EXPRESS MOTORS,1978/004024/07,014 592 0401,014 592 7297,3 Oliver Tambo Drive Rustenburg 0299,Rustenburg,,
NCRCP2622,ALSAK (PTY) LTD,,1984/006329/07,041 373 1466,041 373 1466,2 Wepener Crescent Parsons Hill Port Elizabeth 6001,Port Elizabeth,,
NCRCP2625,BRIDGEWAY FINANCE (PTY) LTD,,2005/025686/07,011 516 5500,011 250 4551,"2nd Floor, South Wing 160 Jan Smuts Avenue Rosebank Johannesburg 2193",Johannesburg,,
NCRCP2637,DEREK GEORGE KUBE,DIE HUISVRIEND ELSIESRIVIER,N/A,021 930 7818,021 930 5006,Scottstraat 6 Parow 7500,Parow,,
NCRCP2643,ECA BELEGGINGS CC,MOTOR DEN,1991/019896/23,015 297 1327,015 297 1710,77 Schoeman Street Polokwane 0699,Polokwane,,
NCRCP2649,FULL MOON TRADING 33 CC,WEST STREET FINANCIAL SERVICES,2001/025783/23,011 394 5275,011 394 6600,11 West Street Kempton Park 1620,Kempton Park,,
NCRCP1527,RIPPLE EFFECT 1071 CC,,2001/061312/23,016 454 9450,016 454 0777,Cnr Orwell & General Hertzog Road Three Rivers Vereeniging 1929,Vereeniging,,
NCRCP1532,COPAX CC,MILOC,1997/17547/23,086 110 0082,086 579 0199,55 Baring Street Worcester 6850,Worcester,,
NCRCP15330,K2012005675 (SOUTH AFRICA) (PTY) LTD,,2012/005675/07,012 654 7415,,152 Witch Hazel Avenue Highveld Technopark Centurion 0046,Centurion,,
NCRCP15341,KITSISMART (PTY) LTD,APPLIED CREDIT,2021/542249/07,043 721 2360,,3 Glen Eagles Road Bunkers Hill East London 5247,East London,,
NCRCP1535,SOVEREIGN CASH LOAN CC,Findland Loans,2000/068719/23,041 363 4930,041 363 4930,300 Cape Road Newton Park Newton Park 6045,Newton Park,,
NCRCP15357,ZUKOPHILA CASH LOANS AND SERVICES (PTY) LTD,,2021/316795/07,078 760 8013,,ERF 109 Manase Street Kieskammhoek 5670,Kieskammhoek,,
NCRCP1538,FIX FINANCE CC,,2004/070642/23,011 872 0771,086 693 3293,Shop 3 199 President Street George Town Germiston 1401,Germiston,,
NCRCP154,SILVEX 365 CC,SILVEX FINANCE & SMARTER FINANCE,2005/140473/23,016 421 1886,086 525 9324,FW Beyers Street VANDERBIJLPARK 1911,VANDERBIJLPARK,,
NCRCP15404,K2021881186 (SOUTH AFRICA) (PTY) LTD,,2021/881186/07,012 001 8529,,70 Jim Van Der Merwe Street Clubview Pretoria 0157,Pretoria,,
NCRCP15428,COMMIPHORA HARVEYI INVESTMENTS CC,,1999/053137/23,011 794 2507,,Sweet Thorn on Beyers 61 Boskop Road Randburg Ridge 2125,Randburg Ridge,,
NCRCP2051,U C L COMPANY (PTY) LTD,,2005/017711/07,033 501 1600,086 768 4862,Noosberg Road Dalton 3236,Dalton,,
NCRCP2055,CASH ASSIST CC,,2003/059733/23,043 721 2360,086 610 5630,"Suite 200 - 203 2nd Floor, Cuthberts Building 100-102 Oxford Street East London 5201",East London,,
NCRCP2057,PRIVATE RESIDENTIAL MORTGAGES (PTY) LTD,,2005/044471/07,011 291 3183,011 286 7777,100 Grayston Drive Sandown Sandton 2196,Sandton,,
NCRCP20573,SEOTJI GENERAL TRADING (PTY) LTD,,2022/756621/07,072 619 9511,,Stand No 551 Pfananani Mulima 0817,Mulima,,
NCRCP2059,NJC FINANCE CC,,2007/032013/23,012 809 0567,012 809 0567,49 Glen Eagles Drive Silver Lakes Pretoria 0054,Pretoria,,
NCRCP20658,ANCHOR CAPITAL (PTY) LTD,,2009/002925/07,011 591 0611,,25 Culross Road Bryanston 2021,Bryanston,,
NCRCP2066,ILZÉ LAURA EICHSTÅDT,ILZE EICHSTAAT ATTORNEYS,N/A,012 253 0507,012 253 0523,56 Danie Street Schoemanville Hartbeespoort 0216,Hartbeespoort,,
NCRCP2069,MUSAMA FINANCIAL SERVICES CC,,2006/072752/23,035 772 3339,035 772 3339,"Gateway Building, 7A First Floor 38 Maxwell Street EMPANGENI 3880",EMPANGENI,,
NCRCP20714,RVM HOLDINGS (PTY) LTD,,2017/255044/07,061 488 8772,,1st Stamons Close Sunningdale Cape Town 8001,Cape Town,,
NCRCP208,SNOW LINE TRADING 509 CC,MOTHEO CASH LOANS,2006/008675/23,051 448 9111,051 448 9111,"Cuthberts Building, Room 302 Maitland Street Bloemfontein 9301",Bloemfontein,,
NCRCP19674,BALANCE DUE FINANCIAL SERVICES (PTY) LTD,,2022/607339/07,010 595 9721,,1206 Hardekool Street Roodeekrans Roodepoort 1724,Roodepoort,,
NCRCP1968,JABULILE FINANCIAL SERVICE CC,JABULILE FINANCIAL SERVICE,2002/076666/23,  ,,43 Roothstraat Bronkhorstspruit 1020,Bronkhorstspruit,,
NCRCP19688,MAFIGA FINANCE (PTY) LTD,,2024/193152/07,076 062 2322,,6 Adin Street Opkoms Heidedal Bloemfontein. 9306,Bloemfontein.,,
NCRCP1976,PULSE URBAN PROPERTIES (PTY) LTD,PULSE LIVING,2007/019159/07,043 700 0319,086 628 7639,10 St Helena Road Beacon Bay East London 5241,East London,,
NCRCP198,DATAQWIP RENTALS ( PTY) LTD,,1982/009596/07,011 574 6600,086 651 7358,Unit 2 Bedfordview Office Park 3 Riley Road Bedfordview 2007,Bedfordview,,
NCRCP1980,WILLEM FRANCOIS SAAYMAN,DIE HUISVRIEND SOMERSET - OOS,N/A,042 243 0105,042 243 0106,Nojolistraat 33a Somerset East 5850,Somerset East,,
NCRCP1984,FORTE BESIGHEIDSTRUST,FORTE REKENMEESTERS,IT 586/04,051 406 4350,051 406 4367,Kellnerstraat 10 Westdene Bloemfontein 9301,Bloemfontein,,
NCRCP1986,C4U CONSULTANTS (PTY) LTD,C4U,2006/004462/07,044 873 4147,086 656 1705,"Finforum, 1st Floor Cnr Zambezi & Dr van der Merwe Magalieskruin Pretoira 0050",Pretoira,,
NCRCP199,NGM FINANCE CC,,1998/053044/23,015 516 0090,015 516 2629,"Limdev Centre, 2nd Floor Office no. 27 Thohoyandou 0950",Thohoyandou,,
NCRCP19907,LOGAN MOODLEY,,N/A,067 263 7886,,4 Farland Road Rocky Park STANGER 4450,STANGER,,
NCRCP265,HUGO ONTWIKKELINGS TRUST,SUNRISE MONEY MARKET,IT 76/95,057 733 0206,057 733 0206,13 Andries Pretorius Street Theunissen 9410,Theunissen,,
NCRCP2653,NBC FUTURE GUARD (PTY) LTD,NBC,2003/008352/07,011 520 0138,011 520 1138,113 Katherine Street SANDOWN 2031,SANDOWN,,
NCRCP2659,BUTTERFIELD HOLDINGS (PTY) LTD,,1997/007528/07,012 365 3450,086 673 3492,"Block B, Glenfield Office Park Cnr Oberon & Glenwood Roads Faerie Glen Pretoria 0043",Pretoria,,
NCRCP2661,GOLD STAR CASH LOANS (GREYTOWN) CC,,2003/051343/23,033 413 3520,033 413 2293,123 B Pine Street Greytown 3250,Greytown,,
NCRCP2665,LOUHEN KONSULTANTE THOHOYANDOU CC,,2001/016100/23,  ,,Winkel 9 Vhenda Building Society Thohoyandou 0950,Thohoyandou,,
NCRCP2666,U - SELL MOTORS CC,,1995/003986/23,017 647 1579,,Mark Straat 70 Bethal 2310,Bethal,,
NCRCP2674,HENCE TRADE 80 (PTY) LTD,KONTANTFAKTOR,1999/014610/07,018 293 2307,018 294 6272,Silver Street 22 Potchefstroom 2520,Potchefstroom,,
NCRCP2675,ADATO SCRIPFIN (PTY) LTD,,2006/006625/07,021 914 7936,021 9144044,1St Floor Inanda 6 Dorp Street Stellenbosch 7600,Stellenbosch,,
NCRCP2678,TRAFALGAR FINANCIAL SERVICES (PTY) LTD,,1963/002026/07,011 214 5200,,1 St Andrew Street Birdhaven JOHANNESBURG 2196,JOHANNESBURG,,
NCRCP2680,BASTIAAN HENDRIK PIENAAR,,N/A,012 344 5626,012 343 4137,278 Lingbeek Street Lukasrand PRETORIA 0181,PRETORIA,,
NCRCP1544,G. PARR MOTORS (PTY) LTD,CAR - RAMA,2002/021328/07,021 762 9945,021 762 8363,309 Main Road Wynberg Cape Town 8001,Cape Town,,
NCRCP1545,BOKELETSA INVESTMENTS (PTY) LTD,,1999/014375/07,012 362 4251,,85 & 87 Rauch Street Georgeville Pretoria 0184,Pretoria,,
NCRCP15466,IMALIPAY SOUTH AFRICA (PTY) LTD,,2020/468239/07,065 609 8762,,GF02 Bryanston Gate Business Park Cnr Homestead & Main Road Johannesburg 2000,Johannesburg,,
NCRCP15468,THYME CAPITAL (PTY) LTD,,2017/367393/07,011 465 0584,,Lillipark Office Park 354 Rivonia Boulevard Rivonia Bryanston 2021,Bryanston,,
NCRCP15472,MATSORETSE CASH LOANS (PTY) LTD,,2013/119775/07,083 212 5889,,584 Skukuza Street Faerie Glen FAERIE GLEN 0043,FAERIE GLEN,,
NCRCP15479,NEO INNOCENTIA MOONO,NEW MOON FINANCE,N/A,071 478 4700,,6 Suurberg Avenue Bosmont Johannesburg 2093,Johannesburg,,
NCRCP15486,CASH CRUSADERS NORTH CAPE MALL (PTY) LTD,,2021/453507/07,021 787 9800,,"Shop 70B, North Cape Mall Royldene Street KIMBERLEY 8301",KIMBERLEY,,
NCRCP1549,KAMUDAWIL PAWN BROS GEDULD CC,,2004/049227/23,011 811 1366,011 811 1366,33-4th Avenue Springs 1562,Springs,,
NCRCP155,AD 2000 CC,DU TOIT AND ASSOCIATES,1991/012250/23,021 948 8200,086 616 0713,73 van Niekerk Street Bellville 7535,Bellville,,
NCRCP15511,CASH CRUSADERS KNYSNA SQUARE (PTY) LTD,,2020/026753/07,067 280 5242,,Shop 39 and 41 Woodmill Lane Shopping Centre Main Road Knysna 6570,Knysna,,
NCRCP2081,ASK AND GIVEN TRADING CC,SIMUNYE SERVICES,2010/125711/23,034 980 1086,086 5157 042,92 President Street Vryheid 3100,Vryheid,,
NCRCP2084,CASH COW FINANCIAL SERVICES CC,,2007/152185/23,083 226 6269,086 695 1580,32A Ash Road Kyalami 1684,Kyalami,,
NCRCP2087,TWILIGHT FINANCIAL SERVICES CC,,2002/080057/23,012 327 5516,012 327 5516,"Shop 2, Goleda Properties Share Block 546 Mitchell Street Pretoria-Wes 0183",Pretoria-Wes,,
NCRCP20887,PETROLAND GROUP (PTY) LTD,,2014/165594/07,072 242 1327,,Unit 4602 Greenways Strand 7139,Strand,,
NCRCP2089,SILVER SOLUTION 950 CC,ILANGA LOANS,2004/105758/23,043 721 2360,043 7212 360,"1st Floor, Norwhich House 78 Oxford Streets East London 5201",East London,,
NCRCP209,MAINFIN (PTY) LTD,,2003/030938/07,021 948 2575,021 948 2516,"Theresa Court, 4th Floor 37 Durbam Road Bellville 7535",Bellville,,
NCRCP2096,NEXOR 482 CC,PHOENIX FINANCIAL SERVICES,2002/055906/23,051 933 2435,058 223 1040,32 Brand Street Fouriesburg 9725,Fouriesburg,,
NCRCP2098,KTF FINANCE CC,KEA THUSA FINANCE,2000/031596/23,011 763 4991,011 763 4991,18 van Wyk Street Roodepoort 1725,Roodepoort,,
NCRCP21,UBANK LIMITED,UBANK,2000/013541/06,011 518 5081,,Sunhill Park 1 Eglin Park Sunninghill 2157,Sunninghill,,
NCRCP2101,BALANI CC,"RATIONAL FINANCE, EGOLI, FINSERVE, LOANS FOR AFRICA",1999/43796/23,051 634 1321,051 634 1321,13 Grey Street Aliwal North 9750,Aliwal North,,
NCRCP1994,DRAGER SOUTH AFRICA (PTY) LTD,,1989/003553/07,011 465 9959,011 465 6953,"Dräger Building, St Peters Square Cnr Waterford Place & Witkoppen Road Klevehill Park Sandton SANDTON 2196",SANDTON,,
NCRCP1995,MAKI SAKI PANDWINKEL CC,,2005/118838/23,017 648 4868,017 648 4868,6 Bryan Stree Kriel 2271,Kriel,,
NCRCP2001,L AVENIR FURNISHERS CC,Pearl Furnishers,2006/011042/23,018 788 6754,018 788 4222,30 Flint Street Carletonville 2499,Carletonville,,
NCRCP2004,HIGH POINT TRADING 805 CC,INTRA FINANCE,2006/040166/23,021 433 0760,021 433 0761,"Shop 4, Mount Curtis Building 307 Main Road Sea Point 8060",Sea Point,,
NCRCP2005,CARGILL RSA (PTY) LTD,,1998/020303/07,011 799 2000,011 759 8074,310 Main Road BRYANSTON 2021,BRYANSTON,,
NCRCP201,IZWE LOANS (PTY) LTD,,2004/012468/07,010 206 7401,,"Aloe Grove, Houghton Estate Office Park 2 Osborn Road, Cnr Terrace Road Houghton Estate Johannesburg 2198",Johannesburg,,
NCRCP2012,IMPACT CAR SALES (PTY) LTD,ROYAL MOTORS,2006/026312/07,011 660 7348,011 660 7350,73 Luipaard Street Krugersdorp 1739,Krugersdorp,,
NCRCP2015,AMABOLEKA FINANCE CC,AMAZAK FINANCE,2006/217321/23,012 803 3119,012 803 3119,3 Trevor Street MurrayField Pretoria North 0116,Pretoria North,,
NCRCP2016,TELKOM SA SOC LIMITED,,1991/005476/30,012 311 5060,012 311 4204,Telkom Towers North 152 Proes Street Tshwane 0001,Tshwane,,
NCRCP2017,LATIF FURNISHERS CC,,1988/029125/23,018 642 1186,018 642 1505,"Shop 2, Marico Plaza Church Street Zeerust 2865",Zeerust,,
NCRCP2682,ONTHECARDS INVESTMENTS LIMITED,,2002/015386/06,011 282 8465,011 384 3321,4 Merchant Place Cnr Fredman Drive & Road Road Sandton 2196,Sandton,,
